00_03832_lake_rotoiti_again_v1.JPG,?/40622/category/2248
01_03864_layers_and_clouds_v1.JPG,?/40625/category/2248
02_03920_walking_across_the_scree_v1.JPG,?/40635/category/2248
03_03988_pole_and_ridge_v1.JPG,?/40641/category/2248
04_04062_lake_angelus_v1.JPG,?/40571/category/2247
05_04078_some_chiaroscuro_v1.JPG,?/40575/category/2247
11_04114_alpine_grasshopper_v1.JPG,?/40583/category/2247
12_04116_hinapouri_tarns_v1.JPG,?/40584/category/2247
14_04142_lake_angelus_with_hut_v1.JPG,?/40596/category/2247
15_04156_snow_at_angelus_peak_summit_v1.JPG,?/40604/category/2247
16_04179_angelus_hut_dusk_v2.JPG,?/40614/category/2247
10_20251207_010741150_tarns_and_peaks.jpg,?/40617/category/2247
13_20251207_012217414_track_to_angelus_and_sunset_saddle.jpg,?/40618/category/2247
